uid,text,category,risk_level,source_type,origin_id
538,관리비를 미납하면 임대인이 임차인의 짐을 임의로 옮길 수 있는 것으로 한다.,fees_utilities,danger,augmented,a313
539,이 주택은 주민등록상 실거주 목적으로 사용한다.,etc,safe,augmented,a314
540,도어락 교체는 임대인의 사전 동의를 받아야 한다.,etc,caution,augmented,a315
541,임차인 차량은 1대만 등록 가능하며 추가 등록 여부는 임대인이 정한다.,etc,caution,augmented,a316
542,게시판 부착물 등 건물 규약 사항은 임대인이 정한 바를 따른다.,etc,caution,augmented,a317
543,계약 기간 중 발생하는 민원 처리와 분쟁 비용 일체는 임차인 부담으로 한다.,etc,danger,augmented,a318
544,본 특약이 관계 법령과 상충하는 경우에도 특약이 우선 적용되는 것으로 한다.,etc,danger,augmented,a319
545,퇴거 시 임대인이 청구하는 비용 일체를 정산한 뒤 임차인은 이의를 제기하지 않기로 한다.,etc,danger,augmented,a320
546,근저당권 말소는 임대인의 매매 대금 수령 일정에 따라 순차적으로 하기로 한다.,lien_rights,caution,augmented,a321
547,관리비 세부 항목은 입주 후 관리사무소가 안내하는 바에 따른다.,fees_utilities,caution,augmented,a322
548,공용 옥상과 창고의 사용은 임대인의 허가를 받아야 한다.,etc,caution,augmented,a323
549,임차인은 전입신고를 하지 않는 것을 조건으로 한다.,lien_rights,danger,augmented,a324
550,보증금에서 공제할 항목과 액수는 전적으로 임대인이 결정한다.,deposit_return,danger,augmented,a325
551,건물의 모든 시설물 유지와 보수는 세입자 책임으로 한다.,repair_defect,danger,augmented,a326
552,임대인의 추가 담보 대출에 대해 임차인은 사전에 동의한 것으로 본다.,lien_rights,danger,augmented,a327
553,관리비 조정 권한은 임대인에게 있는 것으로 한다.,fees_utilities,danger,augmented,a328
554,관리비 미납 시 임대인은 단전·단수 조치를 할 수 있다.,fees_utilities,danger,augmented,a329
555,퇴거 시 도배·장판 신품 교체로 입주 시 상태를 회복시켜 놓기로 한다.,restoration,danger,augmented,a330
556,중도 해지 시 다음 임차인 입주 시점까지의 차임을 임차인이 부담한다.,termination_renewal,danger,augmented,a331
557,만기 3개월 전까지 갱신 의사 통보가 없는 경우 계약은 종료된 것으로 처리한다.,termination_renewal,danger,augmented,a332
558,임차권등기명령은 신청하지 않기로 한다.,lien_rights,danger,augmented,a333
559,계약 조건 위반 시 임대인은 통보 없이 즉시 해지할 수 있다.,termination_renewal,danger,augmented,a334
560,임대인의 세금 체납 여부는 확인하지 않으며 향후 문제 삼지 않기로 한다.,lien_rights,danger,augmented,a335
561,도시가스 철거비 등 여러 비용을 보증금에서 공제할 수 있다.,deposit_return,danger,augmented,a336
562,반려동물 사육 사실이 드러나면 계약은 즉시 해지되고 임차인은 퇴거한다.,termination_renewal,danger,augmented,a337
563,원상복구 비용 명목의 200만원을 퇴실 시 지급하는 것으로 한다.,restoration,danger,augmented,a338
564,주택의 유지 관리 일체는 세입자 몫으로 한다.,repair_defect,danger,augmented,a339
565,입주 후 발견된 하자의 수리는 전부 임차인 부담이며 임대인에게 청구할 수 없다.,repair_defect,danger,augmented,a340
566,임차인의 명도와 시설물 상태 확인이 끝난 날로부터 3일 이내에 보증금을 지급한다.,deposit_return,caution,augmented,a341
567,보증금 반환은 계약 종료일부터 1개월 이내로 한다.,deposit_return,caution,augmented,a342
568,10만원 이하 소액 수리비는 세입자 몫으로 한다.,repair_defect,caution,augmented,a343
569,사소한 고장 수리는 임차인이 부담한다.,repair_defect,caution,augmented,a344
570,퇴거 시 청소 상태가 미흡하면 청소비를 보증금에서 차감한다.,restoration,caution,augmented,a345
571,중도 퇴거하는 경우 위약금으로 한 달치 월세를 지급하기로 한다.,termination_renewal,caution,augmented,a346
572,임차인 사정으로 계약 기간 중 퇴거 시 다음 임차인의 중개보수 및 도배 비용은 임차인이 부담한다.,termination_renewal,caution,augmented,a347
573,본 주택에는 채권최고액 1억 2천만원의 근저당권이 설정되어 있음을 임차인이 확인한다.,lien_rights,caution,augmented,a348
574,선순위 임차 세대가 2가구 존재함을 임차인에게 고지하였다.,lien_rights,caution,augmented,a349
575,관리비 별도 조건이다.,fees_utilities,caution,augmented,a350
576,수도료는 건물 총 사용량을 세대수로 나누어 청구한다.,fees_utilities,caution,augmented,a351
577,벽면에 못을 박는 행위와 타공은 허용되지 않는다.,etc,caution,augmented,a352
578,퇴거 시 전문 청소업체 수준의 청소를 하거나 청소비로 10만원을 정산한다.,restoration,caution,augmented,a353
579,형광등·수도꼭지 등 부속품은 임차인이 교체하되 노후로 인한 경우 임대인과 협의한다.,repair_defect,caution,augmented,a354
580,보증금은 퇴거 후 관리비 등 각종 정산이 끝난 후 반환한다.,deposit_return,caution,augmented,a355
581,보증금 중 50만원은 하자 확인을 위해 퇴거 후 1주일 이내에 정산하여 지급한다.,deposit_return,caution,augmented,a356
582,겨울철 보일러·수도 동파로 인한 수리비는 임차인이 낸다.,repair_defect,caution,augmented,a357
583,퇴거 시 주택을 입주 시점의 상태로 되돌려 반환한다.,restoration,caution,augmented,a358
584,못 박기 등으로 벽면이 훼손된 경우 복구 비용은 임차인이 낸다.,restoration,caution,augmented,a359
585,퇴거 시 도배 상태 불량 시 도배비는 임차인 부담으로 한다.,restoration,caution,augmented,a360
586,재계약 시 차임은 주변 시세를 반영하여 인상할 수 있다.,termination_renewal,caution,augmented,a361
587,관리비는 월 8만원이며 공용 전기료에 따라 조정될 수 있다.,fees_utilities,caution,augmented,a362
588,임대인은 필요한 경우 사전에 알리고 주택을 방문하여 상태를 확인할 수 있다.,etc,caution,augmented,a363
589,본 계약의 분쟁은 임대인 주소지 관할 법원에서 다루기로 한다.,etc,caution,augmented,a364
590,특별한 사정이 없는 한 보증금은 만기일에 반환한다.,deposit_return,caution,augmented,a365
591,"20만원 미만의 수리는 세입자가 부담하고, 반복되면 집주인과 협의한다.",repair_defect,caution,augmented,a366
592,계약 해지의 의사표시는 내용증명 우편으로만 한다.,termination_renewal,caution,augmented,a367
593,임대인은 근저당 대출 이자를 성실하게 납부한다.,lien_rights,caution,augmented,a368
594,공용 관리 항목이 관리비에 포함되며 세부 사항은 관리 규정에 따른다.,fees_utilities,caution,augmented,a369
595,인터넷과 유선방송은 건물 일괄 계약으로 하며 요금은 임차인이 부담한다.,fees_utilities,caution,augmented,a370
596,제3자의 동거는 임대인의 사전 동의를 요한다.,etc,caution,augmented,a371
597,하자 점검 완료 전까지 보증금 100만원의 반환을 미룰 수 있다.,deposit_return,caution,augmented,a372
598,세면대·변기 막힘 수리는 사용상 과실로 간주하여 임차인이 부담한다.,repair_defect,caution,augmented,a373
599,수리는 임대인이 지정한 업체를 통해서만 진행한다.,repair_defect,caution,augmented,a374
600,에어컨 냉매 보충 비용은 세입자가 부담한다.,repair_defect,caution,augmented,a375
601,퇴거 시 입주 시 교부된 시설물 목록대로 물품을 반환하기로 한다.,restoration,caution,augmented,a376
602,임대인이 서면으로 동의하지 않으면 갱신 계약은 성립하지 않는다.,termination_renewal,caution,augmented,a377
603,이사 3개월 전까지 임대인에게 미리 알리기로 한다.,termination_renewal,caution,augmented,a378
604,전세권 설정 등기는 향후 협의 사항으로 한다.,lien_rights,caution,augmented,a379
605,계약 후 등기부 변동 확인 의무는 임차인에게 있다.,lien_rights,caution,augmented,a380
606,전세자금 대출이 안 나오면 계약금은 전액 돌려받기로 한다.,deposit_return,safe,augmented,a381
607,주요 설비(난방·상하수도·전기)의 노후·불량 수선은 임대인 부담으로 한다.,repair_defect,safe,augmented,a382
608,"전구, 커튼봉 등 소모품 교체는 세입자 부담으로 한다.",repair_defect,safe,augmented,a383
609,노후화나 통상적 파손은 원상복구 대상에서 제외한다.,restoration,safe,augmented,a384
610,고의나 중대한 과실로 인한 훼손에 한해 임차인이 원상복구한다.,restoration,safe,augmented,a385
611,2기 차임 연체 또는 무단 구조변경·전대 시 임대인은 계약을 해지할 수 있다.,termination_renewal,safe,augmented,a386
612,임대인의 해지권은 월세 2개월분 연체 시에만 인정된다.,termination_renewal,safe,augmented,a387
613,임대인은 잔금 지급일 익일까지 어떠한 담보권·전세권도 새로 설정하지 않는다.,lien_rights,safe,augmented,a388
614,임대인은 잔금 수령 즉시 담보대출을 상환하고 근저당을 말소한다.,lien_rights,safe,augmented,a389
615,"관리비 월 10만원에는 인터넷, 유선방송, 수도요금이 포함되고 전기·가스는 별도다.",fees_utilities,safe,augmented,a390
616,전기·가스·수도는 임차인이 실제 사용량만큼 공급 기관에 직접 낸다.,fees_utilities,safe,augmented,a391
617,임대인 동의 없는 구조변경·전대·임차권 양도는 금지되며 주거 외 용도 사용도 금지된다.,etc,safe,augmented,a392
618,임대차 관련 분쟁은 협의 또는 분쟁조정위원회 조정으로 해결하도록 노력한다.,etc,safe,augmented,a393
619,시설물 변경 시에는 임대인의 사전 동의를 받는다.,etc,safe,augmented,a394
620,임대인은 주택을 사용·수익 가능한 상태로 인도하며 계약 기간은 인도일부터 2년이다.,termination_renewal,safe,augmented,a395
621,입주 전 수리할 시설물과 비용 부담을 미리 합의한다.,repair_defect,safe,augmented,a396
622,임대인은 임대차 기간 중 주택을 사용·수익 가능한 상태로 유지한다.,repair_defect,safe,augmented,a397
623,임대인 부담 수선비를 임차인이 지출하면 그 상환을 청구할 수 있다.,repair_defect,safe,augmented,a398
624,중도금(중도금이 없으면 잔금) 지급 전에는 임대인은 계약금 배액을 상환하고 임차인은 계약금을 포기하여 계약을 해제할 수 있다.,termination_renewal,safe,augmented,a399
625,임차인의 과실 없이 주택 일부가 멸실되는 등 임차 목적을 달성할 수 없으면 계약을 해지할 수 있다.,termination_renewal,safe,augmented,a400
626,법정 사유가 있는 경우에만 임대인은 계약갱신 요구를 거절할 수 있다.,termination_renewal,safe,augmented,a401
627,퇴거 시 공과금과 관리비는 임차인이 정산한다.,fees_utilities,safe,augmented,a402
628,관리비로 낸 장기수선충당금은 퇴거 시 임대인으로부터 돌려받을 수 있다.,fees_utilities,safe,augmented,a403
629,중개보수는 정해진 요율에 따라 쌍방이 각자 부담한다.,etc,safe,augmented,a404
630,소 제기에 앞서 주택임대차분쟁조정위원회에 조정을 신청한다.,etc,safe,augmented,a405
631,보증보험 가입 절차에 임대인은 적극 협조하기로 한다.,deposit_return,safe,augmented,a406
632,임대인은 잔금일 전 소유권 이전 등기를 하지 않기로 한다.,lien_rights,safe,augmented,a407
633,주택 매도 시 임대인은 임차인에게 사전 고지한다.,lien_rights,safe,augmented,a408
634,계약 당시 권리관계를 잔금일 익일까지 유지하지 않으면 계약은 무효다.,lien_rights,safe,augmented,a409
635,숨겨진 근저당이 발견되면 임차인은 계약을 해지할 수 있고 임대인은 받은 돈을 즉시 반환한다.,lien_rights,safe,augmented,a410
636,"통상 손모 여부의 입증 책임은 임대인에게 있으며, 입증이 없으면 원상회복 의무도 없다.",restoration,safe,augmented,a411
637,도배·장판 원상회복 의무는 2년 이상 거주하면 면제된다.,restoration,safe,augmented,a412
638,갱신 시 차임은 시세를 반영해 서로 협의해 정한다.,termination_renewal,safe,augmented,a413
639,현재의 등기부상 권리관계를 임차인이 열람·확인하였음을 확인한다.,lien_rights,safe,augmented,a414
640,계약 종료일에 임대인은 보증금 전액을 임차인이 지정한 계좌로 송금한다.,deposit_return,safe,augmented,a415
641,보증금 반환이 지연되는 경우 임대인은 연 5%의 지연 이자를 가산하여 지급한다.,deposit_return,safe,augmented,a416
642,입주 전 하자 수리는 잔금일 전까지 임대인이 완료한다.,repair_defect,safe,augmented,a417
643,보일러 고장은 통지일로부터 3일 안에 임대인이 수리한다.,repair_defect,safe,augmented,a418
644,"에어컨 필터 청소, 배수구 관리 같은 일상 관리는 세입자가 한다.",repair_defect,safe,augmented,a419
645,입주 시 임대인과 임차인이 함께 촬영한 사진을 퇴거 시 원상복구 판단의 기준으로 삼는다.,restoration,safe,augmented,a420
646,보증보험이 거절되면 계약을 계속할지 양측이 상의해서 정한다.,deposit_return,caution,augmented,a421
647,등기부상 권리 하자가 있어도 본 계약은 그대로 유효하다.,lien_rights,danger,augmented,a422
648,퇴거 시 정화조 청소비 명목으로 3만원을 정산한다.,fees_utilities,safe,augmented,a423
649,관리비 구성과 액수는 매년 임대인이 정한다.,fees_utilities,danger,augmented,a424
650,본 계약에 관하여 임차인은 민형사상 문제를 제기하지 않는다.,etc,danger,augmented,a425
651,분쟁조정위원회 등 외부 기관 조정 신청은 하지 않는 것으로 한다.,etc,danger,augmented,a426
652,임대차 종료와 동시에 갑(임대인)은 을(임차인)에게 보증금 전부를 반환한다.,deposit_return,safe,augmented,a427
653,주택을 비워 주는 것과 보증금을 돌려주는 것은 동시에 한다.,deposit_return,safe,augmented,a428
654,임대인의 사정으로 보증금 반환이 지연되어도 지연 이자는 발생하지 않는 것으로 한다.,deposit_return,danger,augmented,a429
655,보증금 반환일은 임대인의 자금 사정에 따라 임대인이 정한다.,deposit_return,danger,augmented,a430
656,전기·수도·보일러 등 주요 설비의 노후 고장은 임대인이 수리 비용을 부담한다.,repair_defect,safe,augmented,a431
657,누수 수리 의무를 임대인은 지지 않으며 비용은 임차인 부담이다.,repair_defect,danger,augmented,a432
658,시설물 고장에 대한 임대인의 하자담보책임은 면제하기로 한다.,repair_defect,danger,augmented,a433
659,원상복구는 고의·과실 훼손에 한하며 입주 시 상태 점검표를 기준으로 한다.,restoration,safe,augmented,a434
660,보증금에서 원상복구비 100만원을 일괄 공제한 후 반환한다.,restoration,danger,augmented,a435
661,퇴거 시 도배 비용은 흡연 여부와 상관없이 전액 임차인이 낸다.,restoration,danger,augmented,a436
662,양측 합의가 있으면 계약 기간 중에도 해지가 가능하다.,termination_renewal,safe,augmented,a437
663,재계약 보증금은 당시 전세 시세 수준으로 조정한다.,termination_renewal,caution,augmented,a438
664,임대인은 계약 만료 한 달 전까지 갱신 조건을 알린다.,termination_renewal,caution,augmented,a439
665,대출 상환 계획에 관하여는 임대인의 구두 설명으로 대신한다.,lien_rights,caution,augmented,a440
666,전입신고는 잔금일 다음 주까지 완료하기로 한다.,lien_rights,danger,augmented,a441
667,매매로 소유자가 바뀌면 임차권 주장은 임차인 책임이다.,lien_rights,danger,augmented,a442
668,확정일자와 전세권 설정 등 보증금 보전 조치는 하지 않기로 상호 합의하였다.,lien_rights,danger,augmented,a443
669,난방비는 겨울철 건물 전체 사용량을 세대별로 나눠 낸다.,fees_utilities,caution,augmented,a444
670,연체된 관리비에는 월 5% 연체료가 가산된다.,fees_utilities,danger,augmented,a445
671,관리비 인상 내역에 대해 임대인은 소명할 의무가 없다.,fees_utilities,danger,augmented,a446
672,엘리베이터 교체비 분담금은 임차인 부담이다.,fees_utilities,danger,augmented,a447
673,관리비 미납 시 임차인의 물건을 임대인이 임의 반출할 수 있다.,fees_utilities,danger,augmented,a448
674,본 주택은 주민등록상 실거주 목적 외로는 사용하지 않는다.,etc,safe,augmented,a449
675,도어락은 임대인 동의 없이 교체할 수 없다.,etc,caution,augmented,a450
676,임차인의 차량은 1대까지 등록할 수 있으며 추가는 임대인의 재량에 따른다.,etc,caution,augmented,a451
677,게시판 부착물 등 건물 이용 규약은 임대인이 정하는 내용을 따른다.,etc,caution,augmented,a452
678,임대차 기간 중의 모든 민원·분쟁 비용은 임차인이 부담하기로 한다.,etc,danger,augmented,a453
679,법령과 다른 내용이 있어도 본 특약이 우선한다.,etc,danger,augmented,a454
680,퇴거 시 임대인 청구 비용 일체를 정산하며 이의를 제기하지 않는다.,etc,danger,augmented,a455
681,근저당 말소는 임대인의 매매 잔금 수령 일정에 따라 순차 진행하기로 한다.,lien_rights,caution,augmented,a456
682,관리비 항목은 입주 후 관리사무소 안내에 따르기로 한다.,fees_utilities,caution,augmented,a457
683,옥상과 공용 창고 사용은 임대인 허가제로 한다.,etc,caution,augmented,a458
684,임차인은 전입신고를 하지 아니한다.,lien_rights,danger,augmented,a459
685,임대인이 본 주택을 담보로 추가 대출을 받는 것에 임차인은 동의한다.,lien_rights,danger,augmented,a460
686,보증금 공제의 항목·금액은 임대인이 정하는 바에 따른다.,deposit_return,danger,augmented,a461
687,건물 전체 시설물의 유지보수는 임차인 책임이다.,repair_defect,danger,augmented,a462
688,관리비 연체 시 임대인은 전기·수도 공급을 중단할 수 있다.,fees_utilities,danger,augmented,a463
689,관리비는 건물 관리 상황에 따라 임대인이 조정할 수 있다.,fees_utilities,danger,augmented,a464
690,임차권등기명령 신청 권리를 행사하지 않기로 한다.,lien_rights,danger,augmented,a465
691,임차인은 임대인의 세금 체납 확인을 생략하며 이후 문제 삼지 않는다.,lien_rights,danger,augmented,a466
692,중도 해지하면 후속 세입자가 입주할 때까지 월세 납부 의무가 유지된다.,termination_renewal,danger,augmented,a467
693,갱신 의사를 만기 3개월 전까지 밝히지 않으면 계약은 자동 종료된다.,termination_renewal,danger,augmented,a468
694,반려동물 사육이 확인되는 즉시 계약은 해지되며 임차인은 지체 없이 퇴거한다.,termination_renewal,danger,augmented,a469
695,계약 위반 시 임대인은 통보 절차 없이 즉시 해지할 수 있다.,termination_renewal,danger,augmented,a470
696,퇴거 시 벽지·장판을 새 제품으로 교체해 입주 시 상태로 복구한다.,restoration,danger,augmented,a471
697,퇴실 시 원상복구비 명목으로 200만원을 지급한다.,restoration,danger,augmented,a472
698,유지·관리 일체를 세입자 부담으로 한다.,repair_defect,danger,augmented,a473
699,입주 후 발견되는 모든 하자는 임차인이 수리하며 비용 청구권은 없다.,repair_defect,danger,augmented,a474
700,임대인이 지정한 업체 견적에 따른 원상복구 비용에 이의를 제기할 수 없다.,restoration,danger,augmented,a475
701,퇴거 정산 시 도시가스 철거비 등 제반 비용을 보증금에서 공제할 수 있다.,deposit_return,danger,augmented,a476
702,주택 매도 시 임차인은 계약 기간 중이라도 3개월 이내 명도하기로 한다.,termination_renewal,danger,augmented,a477
703,재계약은 임대인의 만기 2개월 전 통보에 따르는 것으로 한다.,termination_renewal,danger,augmented,a478
704,원상복구 미이행 시 임대인은 보증금 전액을 반환하지 않을 수 있다.,deposit_return,danger,augmented,a479
705,신규 임차인 보증금이 낮으면 차액을 공제하고 지급한다.,deposit_return,danger,augmented,a480
706,임대인의 자금 사정에 따른 보증금 반환 지연에 이의를 제기하지 않기로 한다.,deposit_return,danger,augmented,a481
707,현재와 장래의 권리관계 변동을 포함하여 일체의 이의를 제기하지 않는다.,lien_rights,danger,augmented,a482
708,"수리 요청은 임대인의 승인이 있는 경우에만 가능하며, 임대인 승인 없는 수리 비용은 전액 임차인이 진다.",repair_defect,danger,augmented,a483
709,월세 1회 연체 시 계약은 즉시 해지되고 임차인은 퇴거한다.,termination_renewal,danger,augmented,a484
710,갱신 시 월세 10% 인상은 자동 적용된다.,termination_renewal,danger,augmented,a485
711,옵션 가전(에어컨·세탁기·냉장고) 고장 수리비 일체는 임차인 부담이다.,repair_defect,danger,augmented,a486
